last_update_date,town_number,town,total_cases,confirmed_cases,probable_cases,case_rate,total_deaths,confirmed_deaths,probable_deaths,people_tested,rate_tested_per_100k,number_of_tests,number_of_positives,number_of_negatives,number_of_indeterminates
2022-04-12,97,Newtown,4552,3683,869,16321,78,66,12,24083,86347,109429,5461,103885,83
2022-04-12,98,Norfolk,127,122,5,7791,1,1,0,787,48282,3345,148,3196,1
2022-04-12,99,North Branford,2838,2423,415,20062,29,15,14,11506,81337,53427,3405,49970,52
2022-04-12,100,North Canaan,499,484,15,15349,19,18,1,3027,93110,16899,567,16321,11
2022-04-12,101,North Haven,5410,4391,1019,22843,64,60,4,21783,91977,105887,6588,99211,88
2022-04-12,102,North Stonington,900,824,76,17321,9,7,2,3899,75038,14695,1049,13637,9
2022-04-12,103,Norwalk,21615,19602,2013,24337,268,233,35,87486,98503,359152,27676,331088,388
2022-04-12,104,Norwich,9802,8804,998,25284,97,84,13,35995,92847,158580,12102,146346,132
2022-04-12,105,Old Lyme,1065,1013,52,14577,4,3,1,6970,95401,26159,1287,24853,19
2022-04-12,106,Old Saybrook,1833,1719,114,18219,66,53,13,9865,98052,44380,2228,42112,40
2022-04-12,107,Orange,2652,2359,293,19044,23,20,3,12526,89947,51935,3160,48726,49
2022-04-12,108,Oxford,2245,1977,268,16937,31,30,1,10524,79396,42427,2744,39636,47
2022-04-12,109,Plainfield,3631,3374,257,24007,51,44,7,12414,82076,53711,4376,49310,25
2022-04-12,110,Plainville,3526,3013,513,20110,58,55,3,14202,80997,69323,4374,64858,91
2022-04-12,111,Plymouth,2200,1875,325,18969,19,16,3,9233,79609,42982,2699,40229,54
2022-04-12,112,Pomfret,728,643,85,17321,7,6,1,4385,104330,20434,881,19544,9
2022-04-12,113,Portland,1409,1275,134,15204,29,22,7,7858,84796,37843,1712,36102,29
2022-04-12,114,Preston,991,904,87,21427,9,9,0,4027,87070,17157,1158,15977,22
2022-04-12,115,Prospect,1894,1631,263,19522,10,10,0,7725,79623,34957,2349,32559,49
2022-04-12,116,Putnam,2078,1986,92,22132,35,32,3,7985,85046,30238,2485,27735,18
2022-04-12,117,Redding,1208,1058,150,13251,22,18,4,7832,85915,30912,1517,29365,30
2022-04-12,118,Ridgefield,3791,3352,439,15189,68,51,17,23426,93858,95093,4661,90348,84
2022-04-12,119,Rocky Hill,3727,3340,387,18528,147,124,23,16698,83013,84728,4782,79835,111
2022-04-12,120,Roxbury,284,198,86,13197,2,0,2,1899,88243,6572,328,6241,3
2022-04-12,121,Salem,761,709,52,18638,5,5,0,3491,85501,14184,932,13236,16
2022-04-12,122,Salisbury,486,429,57,13500,2,1,1,5069,140806,21834,581,21245,8
2022-04-12,123,Scotland,115,112,3,6878,2,2,0,475,28409,1943,140,1803,0
2022-04-12,124,Seymour,3669,3208,461,22322,81,67,14,13882,84456,66287,4429,61723,135
2022-04-12,125,Sharon,265,255,10,9855,4,3,1,2195,81629,9007,328,8678,1
2022-04-12,126,Shelton,8845,7637,1208,21506,208,167,41,36166,87933,162977,10861,151866,250
2022-04-12,127,Sherman,487,329,158,13416,3,0,3,3044,83857,10027,544,9466,17
2022-04-12,128,Simsbury,3039,2804,235,11967,34,29,5,21328,83985,87979,3535,84368,76
2022-04-12,129,Somers,1920,1766,154,17804,22,20,2,8102,75130,54606,2219,52312,75
2022-04-12,130,Southbury,3174,2570,604,16218,85,72,13,16753,85601,83744,4002,79656,86
2022-04-12,131,Southington,8253,7051,1202,18828,132,114,18,35542,81083,173874,10130,163552,192
2022-04-12,132,South Windsor,3868,3525,343,14785,65,43,22,20666,78992,75509,4520,70907,82
2022-04-12,133,Sprague,706,643,63,24694,6,5,1,2660,93040,12595,845,11744,6
2022-04-12,134,Stafford,1500,1372,128,12612,33,25,8,7220,60708,31478,1824,29624,30
2022-04-12,135,Stamford,28262,26133,2129,21801,382,336,46,126124,97289,457103,36169,420463,471
2022-04-12,136,Sterling,705,657,48,18641,3,3,0,2666,70492,9947,837,9100,10
2022-04-12,137,Stonington,3063,2774,289,16504,55,38,17,16219,87392,70142,3768,66319,55
2022-04-12,138,Stratford,12703,10733,1970,24500,198,163,35,47379,91379,214712,15807,198634,271
2022-04-12,139,Suffield,3223,2759,464,20381,53,40,13,14167,89585,106237,3912,102254,71
2022-04-12,140,Thomaston,1733,1458,275,22999,18,18,0,6213,82455,29801,2166,27610,25
2022-04-12,141,Thompson,1692,1590,102,18040,13,8,5,6452,68792,23855,1983,21846,26
2022-04-12,142,Tolland,2010,1810,200,13750,24,12,12,11353,77665,43239,2352,40844,43
2022-04-12,143,Torrington,7200,6944,256,21149,177,157,20,28680,84244,147540,8832,138464,244
2022-04-12,144,Trumbull,7996,6929,1067,22415,174,121,53,34816,97598,157659,9901,147562,196
2022-04-12,145,Union,193,179,14,23004,2,2,0,1042,124195,4042,224,3815,3
2022-04-12,146,Vernon,4498,4075,423,15321,76,50,26,21698,73906,86853,5231,81500,122
2022-04-12,147,Voluntown,470,436,34,18725,6,6,0,2067,82351,7872,557,7308,7
2022-04-12,148,Wallingford,9516,8478,1038,21468,212,182,30,39316,88697,223054,11703,211094,257
2022-04-12,149,Warren,141,104,37,10108,0,0,0,1005,72043,3679,160,3515,4
2022-04-12,150,Washington,479,389,90,13973,2,2,0,3908,114002,17362,547,16799,16
2022-04-12,151,Waterbury,31972,28045,3927,29723,497,437,60,104244,96910,514481,41091,472537,853
2022-04-12,152,Waterford,3874,3645,229,20666,75,56,19,17707,94457,82269,4652,77531,86
2022-04-12,153,Watertown,4811,4079,732,22296,76,69,7,18961,87872,90637,6094,84407,136
2022-04-12,154,Westbrook,1155,1075,80,16815,10,6,4,6040,87931,22473,1414,21034,25
2022-04-12,155,West Hartford,10011,8922,1089,15899,270,204,66,57377,91125,274670,12252,262161,257
2022-04-12,156,West Haven,12745,11052,1693,23334,160,147,13,48502,88799,230590,15788,214549,253
2022-04-12,157,Weston,1389,1253,136,13549,5,3,2,10066,98186,37237,1682,35528,27
2022-04-12,158,Westport,4204,3821,383,14756,36,26,10,29757,104444,132505,5108,127302,95
2022-04-12,159,Wethersfield,5197,4847,350,19982,54,45,9,22222,85443,101406,6382,94925,99
2022-04-12,160,Willington,712,639,73,12142,4,4,0,4010,68383,15352,810,14529,13
2022-04-12,161,Wilton,2685,2439,246,14638,55,29,26,18368,100136,67986,3224,64737,25
2022-04-12,162,Winchester,1651,1590,61,15570,16,16,0,8107,76452,31973,1926,30024,23
2022-04-12,163,Windham,6501,6117,384,26469,69,47,22,21996,89557,113027,8331,104556,140
2022-04-12,164,Windsor,6187,5766,421,21533,158,121,37,26447,92044,142767,7769,134856,142
2022-04-12,165,Windsor Locks,2339,2198,141,18197,42,38,4,10152,78979,41439,2884,38510,45
2022-04-12,166,Wolcott,3832,3328,504,23102,64,53,11,14040,84645,67794,4825,62881,88
2022-04-12,167,Woodbridge,1414,1261,153,16160,48,42,6,8440,96457,45676,1757,43858,61
2022-04-12,168,Woodbury,1468,1207,261,15449,11,9,2,7725,81299,32487,1796,30664,27
2022-04-12,169,Woodstock,1344,1303,41,17104,8,8,0,6584,83787,22331,1551,20754,26
2022-04-13,1,Andover,426,360,66,13164,6,4,2,2362,72991,8668,488,8172,8
2022-04-13,2,Ansonia,4514,3864,650,24199,48,38,10,15869,85070,72545,5524,66868,153
2022-04-13,3,Ashford,654,589,65,15370,5,4,1,3296,77462,12185,786,11386,13
2022-04-13,4,Avon,2505,2322,183,13707,78,63,15,16544,90523,69259,2930,66255,74
2022-04-13,5,Barkhamsted,457,433,24,12673,8,7,1,2618,72601,10252,534,9704,14
2022-04-13,6,Beacon Falls,1170,1047,123,18804,11,11,0,4787,76937,21882,1417,20421,44
2022-04-13,7,Berlin,3495,3236,259,17102,50,43,7,15998,78283,70463,4241,66149,73
2022-04-13,8,Bethany,875,792,83,15771,4,3,1,4549,81994,21634,1075,20533,26
2022-04-13,9,Bethel,3712,3042,670,18747,70,56,14,17689,89338,71177,4488,66617,72
2022-04-13,10,Bethlehem,574,491,83,16872,2,2,0,2717,79865,11228,689,10518,21
2022-04-13,11,Bloomfield,4379,4028,351,20645,133,113,20,19704,92895,126394,5448,120761,185
2022-04-13,12,Bolton,642,555,87,13145,5,4,1,3830,78419,13956,764,13181,11
2022-04-13,13,Bozrah,553,511,42,20286,7,7,0,2171,79640,9502,659,8835,8
2022-04-13,14,Branford,5232,4685,547,18753,82,73,9,24949,89423,117382,6266,110986,130
2022-04-13,15,Bridgeport,40674,36589,4085,28168,440,361,79,136994,94872,654182,52153,600998,1031
2022-04-13,16,Bridgewater,186,120,66,11376,1,0,1,1405,85933,5065,225,4834,6
2022-04-13,17,Bristol,13235,11453,1782,22078,202,165,37,51222,85445,259464,16301,242837,326
2022-04-13,18,Brookfield,3412,2679,733,20103,26,19,7,15479,91198,59613,4069,55488,56
2022-04-13,19,Brooklyn,1978,1887,91,23912,18,18,0,7430,89821,42246,2396,39823,27
2022-04-13,20,Burlington,1534,1302,232,15808,8,6,2,7714,79493,31839,1841,29967,31
2022-04-13,21,Canaan,27,27,0,2564,0,0,0,359,34093,1231,33,1198,0
2022-04-13,22,Canterbury,1049,972,77,20654,4,4,0,4026,79268,16149,1245,14888,16
2022-04-13,23,Canton,1223,1120,103,11927,37,31,6,7992,77940,32730,1414,31295,21
2022-04-13,24,Chaplin,408,383,25,18222,2,2,0,1757,78473,7200,480,6718,2
2022-04-13,25,Cheshire,5520,4891,629,19076,78,64,14,25723,88893,153320,6600,146588,132
2022-04-13,26,Chester,521,481,40,12366,19,16,3,3416,81082,16353,654,15675,24
2022-04-13,27,Clinton,2267,2107,160,17540,13,8,5,11503,88998,46017,2724,43242,51
2022-04-13,28,Colchester,2757,2467,290,17439,38,27,11,13573,85856,60076,3318,56695,63
2022-04-13,29,Colebrook,129,125,4,9214,1,1,0,844,60286,3482,147,3331,4
2022-04-13,30,Columbia,862,759,103,16025,12,9,3,4378,81391,16899,1013,15875,11
2022-04-13,31,Cornwall,170,162,8,12482,2,0,2,1373,100808,4591,195,4394,2
2022-04-13,32,Coventry,1830,1585,245,14750,11,10,1,9695,78141,36114,2142,33933,39
2022-04-13,33,Cromwell,2589,2318,271,18708,65,41,24,12324,89053,63353,3155,60120,78
2022-04-13,34,Danbury,19990,17875,2115,23603,215,179,36,78953,93221,309289,24511,284332,446
2022-04-13,35,Darien,3283,2865,418,15110,13,12,1,21928,100920,85829,3980,81775,74
2022-04-13,36,Deep River,661,616,45,14877,1,1,0,3739,84155,14651,795,13837,19
2022-04-13,37,Derby,2907,2464,443,23559,29,23,6,10707,86774,47321,3551,43678,92
2022-04-13,38,Durham,1263,1136,127,17627,8,7,1,6029,84145,28083,1529,26529,25
2022-04-13,39,Eastford,251,241,10,14022,3,2,1,1192,66592,4252,298,3953,1
2022-04-13,40,East Granby,739,660,79,14377,4,2,2,4233,82354,16855,903,15946,6
2022-04-13,41,East Haddam,1161,1015,146,12904,23,10,13,6618,73558,28854,1360,27471,23
2022-04-13,42,East Hampton,2007,1734,273,15680,24,17,7,10362,80953,43192,2398,40757,37
2022-04-13,43,East Hartford,12612,11545,1067,25289,198,155,43,43636,87496,215548,15843,199399,306
2022-04-13,44,East Haven,7141,6164,977,24996,106,86,20,25419,88974,119953,8713,111124,116
2022-04-13,45,East Lyme,3186,2944,242,17257,60,47,13,17424,94378,87366,3799,83525,42
2022-04-13,46,Easton,1191,1023,168,15836,5,4,1,6950,92408,24965,1457,23482,26
2022-04-13,47,East Windsor,1975,1791,184,16927,59,46,13,9049,77554,44426,2436,41931,59
2022-04-13,48,Ellington,2154,1953,201,13081,31,19,12,11899,72260,40407,2492,37871,44
2022-04-13,49,Enfield,8138,7377,761,18640,83,73,10,33865,77567,169549,9930,159371,248
2022-04-13,50,Essex,894,828,66,13407,13,12,1,5717,85738,24741,1107,23613,21
2022-04-13,51,Fairfield,13086,11661,1425,21091,242,184,58,64453,103881,357434,15653,341406,375
2022-04-13,52,Farmington,3894,3448,446,15272,68,55,13,22730,89148,108419,4620,103658,141
2022-04-13,53,Franklin,409,387,22,21302,2,2,0,1469,76510,6561,495,6058,8
2022-04-13,54,Glastonbury,5123,4561,562,14857,118,97,21,29197,84673,118006,6249,111643,114
2022-04-13,55,Goshen,396,374,22,13832,2,2,0,2427,84771,9233,488,8737,8
2022-04-13,56,Granby,1325,1182,143,11515,33,28,5,8733,75893,33885,1572,32274,39
2022-04-13,57,Greenwich,12262,11400,862,19513,121,97,24,64699,102958,278637,14935,263506,196
2022-04-13,58,Griswold,2705,2469,236,23452,32,23,9,10007,86761,42876,3238,39609,29
2022-04-13,59,Groton,7124,6382,742,18535,120,76,44,32503,84564,141565,8553,132889,123
2022-04-13,60,Guilford,3594,3263,331,16238,44,35,9,20073,90693,91738,4251,87419,68
2022-04-13,61,Haddam,1215,1125,90,14830,11,6,5,6684,81582,28156,1456,26683,17
2022-04-13,62,Hamden,12842,11127,1715,21207,226,193,33,57765,95391,393859,15745,377733,381
2022-04-13,63,Hampton,431,406,25,23398,1,1,0,1851,100489,7454,509,6943,2
2022-04-13,64,Hartford,31921,29960,1961,26142,413,364,49,112223,91907,650336,39930,609546,860
2022-04-13,65,Hartland,223,204,19,10519,5,4,1,1296,61132,4772,267,4499,6
2022-04-13,66,Harwinton,917,851,66,16919,8,6,2,4293,79207,17843,1104,16716,23
2022-04-13,67,Hebron,1322,1157,165,13910,15,11,4,7316,76978,28261,1576,26662,23
2022-04-13,68,Kent,470,424,46,16925,2,2,0,3834,138063,22974,570,22402,2
2022-04-13,69,Killingly,4204,4000,204,24250,80,57,23,14964,86317,63736,5059,58626,51
2022-04-13,70,Killingworth,902,817,85,14173,11,6,5,5260,82652,22096,1053,21020,23
2022-04-13,71,Lebanon,1291,1179,112,18071,7,6,1,5897,82545,24836,1552,23271,13
2022-04-13,72,Ledyard,2965,2686,279,20279,13,12,1,13416,91758,54271,3496,50721,54
2022-04-13,73,Lisbon,804,741,63,19052,12,12,0,3077,72915,13558,971,12564,23
2022-04-13,74,Litchfield,1136,1028,108,14035,13,11,2,6747,83358,28637,1335,27273,29
2022-04-13,75,Lyme,264,244,20,11399,1,0,1,1894,81779,7198,315,6879,4
2022-04-13,76,Madison,2882,2660,222,15984,44,35,9,17266,95763,78396,3445,74899,52
2022-04-13,77,Manchester,10392,9086,1306,18047,188,138,50,47106,81804,208902,12695,195952,255
2022-04-13,78,Mansfield,2638,2388,250,10350,31,26,5,17098,67085,94927,3005,91822,100
2022-04-13,79,Marlborough,998,866,132,15754,31,22,9,5146,81231,24439,1229,23196,14
2022-04-13,80,Meriden,16092,14649,1443,27093,217,192,25,54859,92363,300681,20022,280246,413
2022-04-13,81,Middlebury,1453,1208,245,18633,23,18,5,7037,90241,33737,1801,31870,66
2022-04-13,82,Middlefield,591,523,68,13512,5,3,2,3565,81504,15860,751,15096,13
2022-04-13,83,Middletown,9810,8917,893,21207,181,133,48,42722,92356,450735,12280,437981,474
2022-04-13,84,Milford,10770,9635,1135,19672,180,157,23,45261,82673,204007,13272,190540,195
2022-04-13,85,Monroe,3785,3153,632,19476,24,16,8,16936,87146,67335,4572,62703,60
2022-04-13,86,Montville,4184,3871,313,22606,48,43,5,16558,89464,93356,4964,88298,94
2022-04-13,87,Morris,290,268,22,12866,3,3,0,1776,78793,7076,335,6736,5
2022-04-13,88,Naugatuck,7586,6338,1248,24386,135,118,17,26764,86036,142412,9657,132462,293
2022-04-13,89,New Britain,19129,17708,1421,26387,270,223,47,62677,86457,300335,23749,276118,468
2022-04-13,90,New Canaan,3160,2782,378,15618,43,38,5,21268,105115,82434,3778,78596,60
2022-04-13,91,New Fairfield,2340,1915,425,16861,8,5,3,11411,82224,39350,2722,36587,41
2022-04-13,92,New Hartford,967,906,61,14528,6,5,1,5129,77058,19552,1165,18372,15
2022-04-13,93,New Haven,32783,30420,2363,25169,281,251,30,125701,96507,863962,40449,822430,1083
2022-04-13,94,Newington,6024,5620,404,20071,136,115,21,25786,85913,122119,7422,114549,148
2022-04-13,95,New London,7396,6978,418,27537,51,45,6,30321,112894,326048,9007,316770,271
2022-04-13,96,New Milford,4880,3251,1629,18206,61,44,17,23562,87902,100277,5742,94412,123
2022-04-13,97,Newtown,4554,3685,869,16328,78,66,12,24094,86386,109507,5468,103956,83
2022-04-13,98,Norfolk,127,122,5,7791,1,1,0,788,48344,3346,148,3197,1
2022-04-13,99,North Branford,2839,2424,415,20069,29,15,14,11501,81302,53472,3404,50016,52
2022-04-13,100,North Canaan,499,484,15,15349,19,18,1,3030,93202,16903,567,16325,11
2022-04-13,101,North Haven,5422,4403,1019,22894,64,60,4,21792,92015,106064,6601,99375,88
2022-04-13,102,North Stonington,903,827,76,17379,9,7,2,3899,75038,14704,1052,13643,9
2022-04-13,103,Norwalk,21633,19618,2015,24357,268,233,35,87509,98528,359327,27693,331246,388
2022-04-13,104,Norwich,9809,8810,999,25302,97,84,13,35988,92829,158779,12110,146537,132
2022-04-13,105,Old Lyme,1067,1015,52,14604,4,3,1,6972,95428,26188,1289,24880,19
2022-04-13,106,Old Saybrook,1837,1722,115,18259,66,53,13,9867,98072,44417,2233,42144,40
2022-04-13,107,Orange,2654,2361,293,19058,23,20,3,12527,89954,51969,3160,48760,49
2022-04-13,108,Oxford,2248,1980,268,16960,31,30,1,10529,79434,42447,2745,39655,47
2022-04-13,109,Plainfield,3632,3375,257,24013,51,44,7,12422,82129,53740,4377,49338,25
2022-04-13,110,Plainville,3528,3014,514,20121,58,55,3,14203,81003,69340,4375,64874,91
2022-04-13,111,Plymouth,2203,1878,325,18995,19,16,3,9234,79617,42997,2702,40241,54
2022-04-13,112,Pomfret,730,644,86,17369,7,6,1,4385,104330,20545,882,19654,9
2022-04-13,113,Portland,1415,1281,134,15269,29,22,7,7864,84860,37879,1720,36130,29
2022-04-13,114,Preston,994,906,88,21492,9,9,0,4029,87114,17217,1160,16035,22
2022-04-13,115,Prospect,1896,1633,263,19542,10,10,0,7724,79612,34984,2351,32584,49
2022-04-13,116,Putnam,2078,1986,92,22132,35,32,3,7985,85046,30258,2484,27756,18
2022-04-13,117,Redding,1209,1059,150,13262,22,18,4,7831,85904,30926,1518,29378,30
2022-04-13,118,Ridgefield,3798,3359,439,15217,68,51,17,23435,93894,95163,4669,90410,84
2022-04-13,119,Rocky Hill,3733,3343,390,18558,147,124,23,16705,83047,84813,4790,79912,111
2022-04-13,120,Roxbury,286,200,86,13290,2,0,2,1899,88243,6568,330,6235,3
2022-04-13,121,Salem,762,710,52,18663,5,5,0,3495,85599,14197,933,13248,16
2022-04-13,122,Salisbury,487,430,57,13528,2,1,1,5068,140778,21833,582,21243,8
2022-04-13,123,Scotland,116,113,3,6938,2,2,0,475,28409,1943,141,1802,0
2022-04-13,124,Seymour,3672,3211,461,22340,81,67,14,13881,84450,66309,4432,61742,135
2022-04-13,125,Sharon,265,255,10,9855,4,3,1,2197,81703,9012,328,8683,1
2022-04-13,126,Shelton,8855,7646,1209,21530,208,167,41,36184,87977,163078,10872,151955,251
2022-04-13,127,Sherman,487,329,158,13416,3,0,3,3047,83939,10033,544,9472,17
2022-04-13,128,Simsbury,3042,2807,235,11979,34,29,5,21333,84005,88001,3539,84386,76
2022-04-13,129,Somers,1922,1768,154,17823,22,20,2,8103,75139,54628,2223,52330,75
2022-04-13,130,Southbury,3183,2578,605,16264,85,72,13,16762,85647,83830,4013,79731,86
2022-04-13,131,Southington,8258,7054,1204,18839,132,114,18,35539,81076,173967,10136,163639,192
2022-04-13,132,South Windsor,3871,3527,344,14796,65,43,22,20674,79023,75533,4523,70928,82
2022-04-13,133,Sprague,706,643,63,24694,6,5,1,2659,93005,12657,845,11806,6
2022-04-13,134,Stafford,1500,1372,128,12612,33,25,8,7222,60725,31489,1824,29635,30
2022-04-13,135,Stamford,28280,26150,2130,21815,382,336,46,126161,97318,457400,36197,420732,471
2022-04-13,136,Sterling,705,657,48,18641,3,3,0,2667,70518,9962,837,9114,11
2022-04-13,137,Stonington,3074,2783,291,16563,55,38,17,16231,87456,70209,3782,66372,55
2022-04-13,138,Stratford,12719,10748,1971,24531,198,163,35,47404,91427,214857,15828,198758,271
2022-04-13,139,Suffield,3227,2761,466,20406,53,40,13,14170,89604,106276,3916,102289,71
2022-04-13,140,Thomaston,1736,1459,277,23039,18,18,0,6216,82495,29846,2171,27650,25
2022-04-13,141,Thompson,1693,1591,102,18051,13,8,5,6454,68813,23884,1984,21874,26
2022-04-13,142,Tolland,2011,1811,200,13757,24,12,12,11359,77706,43264,2353,40867,44
2022-04-13,143,Torrington,7209,6953,256,21176,177,157,20,28687,84264,147594,8842,138508,244
2022-04-13,144,Trumbull,8003,6937,1066,22434,174,121,53,34816,97598,157798,9912,147689,197
2022-04-13,145,Union,194,180,14,23123,2,2,0,1042,124195,4042,225,3814,3
2022-04-13,146,Vernon,4504,4081,423,15341,76,50,26,21698,73906,86913,5239,81552,122
2022-04-13,147,Voluntown,472,437,35,18805,6,6,0,2067,82351,7880,559,7314,7
2022-04-13,148,Wallingford,9528,8490,1038,21495,212,182,30,39323,88713,223124,11717,211150,257
2022-04-13,149,Warren,141,104,37,10108,0,0,0,1009,72330,3688,160,3524,4
2022-04-13,150,Washington,479,389,90,13973,2,2,0,3911,114090,17375,547,16812,16
2022-04-13,151,Waterbury,31989,28055,3934,29738,497,437,60,104270,96934,514665,41104,472708,853
2022-04-13,152,Waterford,3875,3646,229,20671,75,56,19,17707,94457,82309,4654,77569,86
2022-04-13,153,Watertown,4812,4080,732,22300,76,69,7,18966,87895,90690,6098,84456,136
2022-04-13,154,Westbrook,1156,1076,80,16829,10,6,4,6038,87902,22458,1415,21018,25
2022-04-13,155,West Hartford,10029,8939,1090,15928,270,204,66,57379,91128,274768,12267,262244,257
2022-04-13,156,West Haven,12750,11057,1693,23343,160,147,13,48509,88812,230753,15798,214702,253
2022-04-13,157,Weston,1392,1255,137,13578,5,3,2,10070,98225,37272,1685,35560,27
2022-04-13,158,Westport,4216,3832,384,14798,36,26,10,29758,104447,132631,5122,127414,95
2022-04-13,159,Wethersfield,5196,4846,350,19978,54,45,9,22222,85443,101438,6384,94955,99
2022-04-13,160,Willington,711,638,73,12125,4,4,0,4009,68366,15348,809,14526,13
2022-04-13,161,Wilton,2691,2445,246,14670,55,29,26,18368,100136,68019,3230,64764,25
2022-04-13,162,Winchester,1650,1589,61,15560,16,16,0,8107,76452,32008,1925,30060,23
2022-04-13,163,Windham,6504,6120,384,26481,69,47,22,22000,89573,112936,8335,104461,140
2022-04-13,164,Windsor,6187,5766,421,21533,158,121,37,26457,92079,142816,7768,134904,144
2022-04-13,165,Windsor Locks,2339,2198,141,18197,42,38,4,10149,78956,41423,2882,38496,45
2022-04-13,166,Wolcott,3834,3330,504,23114,64,53,11,14043,84663,67832,4827,62917,88
2022-04-13,167,Woodbridge,1415,1262,153,16171,48,42,6,8442,96480,45813,1760,43992,61
2022-04-13,168,Woodbury,1469,1207,262,15460,11,9,2,7728,81330,32523,1799,30697,27
2022-04-13,169,Woodstock,1344,1303,41,17104,8,8,0,6583,83774,22348,1551,20771,26
2022-04-14,1,Andover,426,360,66,13164,6,4,2,2363,73022,8668,489,8171,8
2022-04-14,2,Ansonia,4515,3863,652,24204,48,38,10,15874,85097,72578,5526,66899,153
2022-04-14,3,Ashford,654,589,65,15370,5,4,1,3298,77509,12193,786,11394,13
2022-04-14,4,Avon,2503,2321,182,13696,78,63,15,16541,90507,69249,2929,66246,74
2022-04-14,5,Barkhamsted,458,434,24,12701,8,7,1,2618,72601,10256,535,9707,14
2022-04-14,6,Beacon Falls,1170,1047,123,18804,11,11,0,4791,77001,21893,1417,20432,44
2022-04-14,7,Berlin,3499,3240,259,17122,50,43,7,16003,78308,70487,4244,66170,73
2022-04-14,8,Bethany,875,792,83,15771,4,3,1,4549,81994,21648,1075,20547,26
2022-04-14,9,Bethel,3712,3042,670,18747,70,56,14,17694,89364,71229,4488,66669,72
